Date,User_Base_(Number_of_Users),Average_Time_Spent_(in_minutes),Content_Completion_Rate_(%),Student_Test_Score_Improvement_(%),Student_Satisfaction_(%),Revenue_Growth_(Year-over-Year_%),Funding_Round_Amount_(in_millions_USD),Market_Share_(%),Social_Media_Sentiment_Score,News_Article_Sentiment_Score,Number_of_Courses_Offered,Regional_Performance_Score,Focus_on_Adaptive_Learning_(Yes/No),Expert_Faculty_(Yes/No),Countries_of_Operation,Strategic_Partnerships_(Yes/No),Government_Initiatives_(Yes/No),Byju's_Future_Plans,Market_Size_(in_millions_USD)
19-07-2018,1495147.221,27.04686163,88.05145261,20.88885929,93.17718688,28.61602143,95.67457155,43.3645096,0.96794717,0.758912798,126.0955687,0.883725295,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                        , Launch new feature,578.6928102
20-07-2018,1538607.192,27.37429734,103.9618724,33.41097528,91.37329334,32.7543759,75.34951816,47.53384605,0.791560543,0.89987654,137.1110423,0.978889879, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Enter Middle East  ,619.7500324
21-07-2018,1226119.2,21.11893779,89.53656481,11.5891525,87.26752037,57.502197,86.70080502,36.76736052,0.913344487,0.509611627,157.9859008,0.928221312,No,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Dynamic learning trials,598.1584869
22-07-2018,1401310.759,26.72730799,72.3386755,5.338329848,87.17238689,51.81617142,82.97128628,36.1789052,0.71504873,0.62370692,96.53083452,0.854858823, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          ,No,Dynamic learning trials,537.3884018
23-07-2018,979870.6698,24.8823355,101.3887085,13.40446238,87.46265555,38.61013471,29.47992795,36.75522128,0.943210578,0.862437637,106.6489123,0.883742998,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Interactive learning,627.4170136
24-07-2018,1292406.501,26.73913742,81.31289195,20.60195186,89.57557263,26.25331278,90.32205066,39.72389732,0.869977267,0.658132409,113.1852908,0.895246645, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Enter Middle East  ,566.4513586
25-07-2018,1626566.542,29.81838007,79.34067884,15.65706101,98.29435191,24.1276835,94.34070258,40.71690775,0.920196845,0.705586455,167.0029654,1.042788071, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         ,Interactive learning,603.9444908
26-07-2018,1333420.97,27.43490294,84.50379785,16.12654146,91.67742174,16.87328324,47.97584439,37.54616317,1.056260607,0.810046211,120.2297156,1.040417905,No,No," India, USA, UK, Australia, Singapore ", Yes                          ,No, Launch new app     ,607.8585081
27-07-2018,1119315.306,21.66213105,99.97476802,20.12366612,91.09604527,40.89013268,94.67502415,35.44352662,0.969899341,0.704571989,141.3322021,0.900160068, Yes                               ,No," India, USA, UK, Australia ", Yes                          , Yes                         ,Greedy gamification,572.0868042
28-07-2018,1280575.256,29.64834744,96.71322419,11.53081649,89.31080782,48.97462421,102.466617,30.521993,0.981234913,0.702907747,110.132299,0.89741144, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Asia     ,533.7782639
29-07-2018,1229953.374,25.03722934,87.87401853,12.05435412,87.05737314,58.39320039,90.25259347,38.03598553,1.10070539,0.718418868,134.6368437,0.895067917, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Partner with schools,584.853251
30-07-2018,1350777.395,22.52710411,102.0570068,23.19717504,95.31694302,40.39052064,88.7481362,37.80440489,1.067973773,0.905915122,86.51366722,0.820304429, Yes                               , Yes                   ," India, USA, UK         ", Yes                          , Yes                         , Acquire competitor ,542.4789424
31-07-2018,1123737.54,17.57717317,90.00507384,29.52845897,94.56815694,49.04573816,89.37405527,34.22772897,0.890317285,0.699602879,147.7382087,0.919321054, Yes                               , Yes                   ," India, USA, UK, Australia ",No,No, Partner with schools,563.1119809
01-08-2018,1466402.584,35.98055402,89.06342269,42.22820674,89.61944711,29.88540485,86.0876289,44.88250151,0.666175998,0.872867023,161.4063751,0.905432408, Yes                               ,No," India, USA, UK, Australia ", Yes                          , Yes                         , Acquire competitor ,597.2870661
02-08-2018,1301780.516,22.90768748,94.83221645,26.48968391,94.66173809,63.62273143,106.1292927,43.9775164,0.998280015,0.888088954,129.2235692,0.924216716, Yes                               ,No," India, USA             ", Yes                          , Yes                         , Acquire smaller startup,562.1828561
03-08-2018,1439996.314,27.80261312,93.77340245,31.59023718,91.02197592,55.61211659,71.1083531,35.68198534,0.758397657,0.60027606,167.4154786,0.937142454, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         , Launch new app     ,662.0441759
04-08-2018,1075668.908,20.02037571,89.99520885,30.23813192,92.35301936,43.45264125,112.6818496,38.020542,1.052661893,0.591466638,140.3161108,0.896590163, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         , Enter Middle East  ,690.0297707
05-08-2018,1346416.443,25.91726312,96.58556471,36.4503884,90.21625778,37.83208845,97.36590298,39.01434236,0.842023258,0.889314211,123.7645707,0.915196709, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Launch new feature,599.4922739
06-08-2018,1460400.628,27.11673029,94.3951468,16.7212753,86.60642941,28.87629804,59.40970678,38.78906689,0.861088715,0.790463361,139.2630617,0.901982461,No, Yes                   ," India, USA, UK, Australia ",No, Yes                         , Launch new feature,559.0508875
07-08-2018,1387503.685,22.93049252,88.20636023,26.56498069,90.37892201,33.45396038,42.21027203,38.0224907,0.653262537,0.707110514,158.2362682,0.996940336, Yes                               ,No," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         ,Interactive learning,545.4564307
08-08-2018,1191561.097,29.15407887,86.13635868,36.18296317,91.29111348,44.64057068,107.3460786,33.13951466,0.963685121,0.736592135,117.0818409,0.925383787, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Launch AI tutor    ,541.5178578
09-08-2018,1483240.505,28.84639567,88.77784917,12.16609444,90.63023205,34.00997454,34.64595662,35.20281885,1.032843373,0.49402165,133.0270995,0.898711939, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Dynamic learning trials,582.3899907
10-08-2018,1271061.199,27.45268646,89.9021908,32.01879365,96.09880116,46.9717759,68.49904125,31.74000407,0.982922728,0.811125093,106.8576477,0.837362552,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Europe   ,440.6227101
11-08-2018,1198438.513,17.96510657,90.014172,23.30782172,85.73866853,31.44576825,102.1476895,36.27252208,0.778054056,0.680009832,175.5806504,0.967567968,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                        ,Dynamic learning trials,524.3370519
12-08-2018,1413932.369,24.92863952,80.98105042,15.64483864,92.97428927,40.75778214,47.58538888,36.37573217,0.840009427,0.73360564,117.3155243,1.065778973, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         , Acquire smaller startup,613.0232561
13-08-2018,1416988.588,25.91479996,95.4286275,34.34622588,89.88928696,37.10230148,79.01905876,40.59266236,1.123370909,0.633987607,104.0758084,0.886580096, Yes                               , Yes                   ," India, USA             ", Yes                          , Yes                         , Expand to Europe   ,578.1446977
14-08-2018,948205.744,29.60663704,99.26639271,31.78449944,87.81946378,45.97363296,70.43960166,26.39171441,0.985191532,0.624794155,162.3696279,0.807888101, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Europe   ,543.9498375
15-08-2018,1103385.854,28.07663559,88.89326935,12.45107884,95.03761646,43.52018792,50.40580845,36.2161883,1.003432042,0.880722305,156.5551118,0.944789445, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Dynamic learning trials,611.5146372
16-08-2018,1201425.878,32.46930976,93.4934467,17.45545616,85.01477576,52.80751105,63.37571364,39.46018966,1.047580102,0.766418971,124.652067,0.957284892, Yes                               ,No," India, USA, UK, Australia ", Yes                          ,No, Partner with schools,620.0438261
17-08-2018,1496554.085,33.6186312,82.21711687,20.74757414,95.58443829,46.83107852,86.29148559,37.82153844,0.983964165,0.753427397,156.5516686,0.891182443, Yes                               ,No," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         ,Dynamic learning trials,557.6383408
18-08-2018,1306003.23,29.24724977,86.87353169,33.17000577,95.35933889,38.81075418,99.92680645,30.26055708,0.924952975,0.639750091,155.0866915,0.902989135, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Expand to Europe   ,564.7569524
19-08-2018,1580829.58,26.33726158,88.69971546,7.834345086,98.37069067,28.57250582,66.77329514,37.49521317,0.883726351,0.838723757,145.6855308,0.912261936, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Interactive learning,530.5427744
20-08-2018,1263573.678,24.40252161,90.50073775,8.906439962,95.00151748,43.63304898,66.90235065,36.1423768,0.942690248,0.694644442,124.7184051,0.976408605, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                        , Partner with schools,579.9742934
21-08-2018,1301769.534,26.15870013,86.04797342,31.73263454,97.79705209,26.88159397,97.293694,36.02518461,0.834020786,0.626667466,145.3265465,0.968540478, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Enter Middle East  ,685.0085856
22-08-2018,1252077.295,23.21498949,85.10543375,9.838928893,93.91971144,15.32182525,67.02840654,36.30087305,0.998320245,0.542616487,139.9857918,0.926483178,No, Yes                   ," India, USA, UK, Australia, Singapore ",No, Yes                         , Expand to Asia     ,555.769369
23-08-2018,1379138.482,23.77407796,86.61255,43.31570386,86.96290342,60.47823484,66.76418054,36.20779948,0.72107503,0.693654509,170.9962768,0.876753987, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Greedy gamification,564.8986333
